Date,y_test,y_pred,Adj Close,Retorno_t,Retorno_Modelo,Retorno_Acumulado_Modelo,Retorno_Acumulado_Mercado
2019-07-29,0,0,103483.0,0.006457950378821131,0.0,0.0,0.006457950378821131
2019-07-30,0,0,102933.0,-0.005314882637727947,0.0,0.0,0.0011087444927495582
2019-07-31,1,1,101812.0,-0.01089057930887083,0.0030841158213177344,0.0030841158213177344,-0.00979390968595284
2019-08-01,1,1,102126.0,0.0030841158213177344,0.00536592052954199,0.00846658547126089,-0.006739999416450093
2019-08-02,0,0,102674.0,0.00536592052954199,0.0,0.00846658547126089,-0.00141024518814592
2019-08-05,1,1,100098.0,-0.025089117011122597,0.020639773022437913,0.02928110689610075,-0.026463980392728792
2019-08-06,1,0,102164.0,0.020639773022437913,0.0,0.02928110689610075,-0.006370417918867055
2019-08-07,1,0,102782.0,0.006049097529462477,0.0,0.02928110689610075,-0.00035985566869922714
2019-08-08,0,0,104115.0,0.012969196941098549,0.0,0.02928110689610075,0.012604674233361646
2019-08-09,0,0,103996.0,-0.0011429669115881058,0.0,0.02928110689610075,0.011447300596193477
2019-08-12,1,0,101915.0,-0.02001038501480823,0.0,0.02928110689610075,-0.008792149310924868
2019-08-13,0,0,103299.0,0.013579944071039574,0.0,0.02928110689610075,0.00466839786420814
2019-08-14,0,1,100258.0,-0.029438813541273423,-0.01197909393764085,0.016951251828353442,-0.024907847771326153
2019-08-15,1,1,99057.0,-0.01197909393764085,0.007561303088120974,0.024640728469271567,-0.03658856826072987
2019-08-16,0,1,99806.0,0.007561303088120974,-0.003376550507985465,0.021180977297056147,-0.029303922426788698
2019-08-19,0,0,99469.0,-0.003376550507985465,0.0,0.021180977297056147,-0.032581526760617985
2019-08-20,1,0,99222.0,-0.0024831857161528026,0.0,0.021180977297056147,-0.0349838064949084
2019-08-21,0,1,101202.0,0.01995525185946656,-0.011768542123673398,0.009163165949841678,-0.015726665305050624
2019-08-22,0,0,100011.0,-0.011768542123673398,0.0,0.009163165949841678,-0.027310127505616566
2019-08-23,0,1,97667.0,-0.02343742188359277,-0.012665485783324937,-0.0036183757815512196,-0.05010747040916552
2019-08-26,1,1,96430.0,-0.012665485783324937,0.008773203359950132,0.005123082831834713,-0.06213832073838477
2019-08-27,1,0,97276.0,0.008773203359950132,0.0,0.005123082831834713,-0.05391026950271827
2019-08-28,1,1,98194.0,0.009437065668818523,0.02372853738517633,0.028973183479513498,-0.0449819585874206
2019-08-29,1,0,100524.0,0.02372853738517633,0.0,0.028973183479513498,-0.02232077728824433
2019-08-30,0,0,101135.0,0.006078150491424905,0.0,0.028973183479513498,-0.016378295840262957
2019-09-02,0,0,100626.0,-0.005032876847777756,0.0,0.028973183479513498,-0.02132874274210017
2019-09-03,1,1,99681.0,-0.009391211019020962,0.015248643171717813,0.04466362838765914,-0.03051965103725962
2019-09-04,1,0,101201.0,0.015248643171717813,0.0,0.04466362838765914,-0.015736391133934324
2019-09-05,1,0,102243.0,0.010296340945247673,0.0,0.04466362838765914,-0.005602077437049435
2019-09-06,1,0,102935.0,0.006768189509306355,0.0,0.04466362838765914,0.00112819615051718
2019-09-09,0,0,103181.0,0.0023898576771748115,0.0,0.04466362838765914,0.0035207500559235605
2019-09-10,1,0,103032.0,-0.0014440643141663267,0.0,0.04466362838765914,0.002071601552242397
2019-09-11,1,0,103446.0,0.00401816911250874,0.0,0.04466362838765914,0.006098094710121682
2019-09-12,0,1,104371.0,0.00894186338766123,-0.008335648791330974,0.03595567927634202,0.015094486427605913
2019-09-13,1,0,103501.0,-0.008335648791330974,0.0,0.03595567927634202,0.006633015298728839
2019-09-16,1,1,103680.0,0.0017294518893538058,0.00903742283950626,0.045318048792950316,0.00837393866892322
2019-09-17,0,0,104617.0,0.00903742283950626,0.0,0.045318048792950316,0.017487040333012738
2019-09-18,0,0,104532.0,-0.0008124874542377869,0.0,0.045318048792950316,0.016660344877892586
2019-09-19,1,1,104339.0,-0.0018463245704664066,0.004581220828261623,0.05010688161023835,0.01478325990332574
2019-09-20,0,1,104817.0,0.004581220828261623,-0.001707738248566515,0.04831357392342972,0.019432206109766037
2019-09-23,0,0,104638.0,-0.001707738248566515,0.0,0.04831357392342972,0.01769128273957188
2019-09-24,1,1,103876.0,-0.00728224927846477,0.0058242519927607095,0.054419216345391375,0.01028020113014172
2019-09-25,1,1,104481.0,0.0058242519927607095,0.00802059704635294,0.06287628799762901,0.016164327604820672
2019-09-26,0,1,105319.0,0.00802059704635294,-0.002288286064242917,0.06044412299978985,0.02431457220941713
2019-09-27,0,0,105078.0,-0.002288286064242917,0.0,0.06044412299978985,0.02197064744842936
2019-09-30,0,0,104745.0,-0.0031690744018728623,0.0,0.06044412299978985,0.018731946430135205
2019-10-01,0,0,104053.0,-0.006606520597641885,0.0,0.06044412299978985,0.0120016728425687
2019-10-02,1,1,101031.0,-0.029042891603317522,0.0048005067751482056,0.06553479219691649,-0.017389782044174074
2019-10-03,1,0,101516.0,0.0048005067751482056,0.0,0.06553479219691649,-0.012672755035547323
2019-10-04,0,0,102551.0,0.010195437172465516,0.0,0.06553479219691649,-0.002606522140848777
2019-10-07,0,1,100573.0,-0.019287964037405736,-0.005886271663368858,0.059262764943274204,-0.02184421167293915
2019-10-08,1,1,99981.0,-0.005886271663368858,0.01268240965783507,0.07269676926357582,-0.027601902372129006
2019-10-09,1,0,101249.0,0.01268240965783507,0.0,0.07269676926357582,-0.015269551347512844
2019-10-10,1,1,101817.0,0.0056099319499451905,0.019790408281524785,0.0939258762895745,-0.009745280541533341
2019-10-11,1,1,103832.0,0.019790408281524785,0.004526542876954975,0.09887757867280977,0.009852264659256482
2019-10-14,1,0,104302.0,0.004526542876954975,0.0,0.09887757867280977,0.014423404234626735
2019-10-15,1,0,104490.0,0.0018024582462465855,0.0,0.09887757867280977,0.01625186006477497
2019-10-16,0,0,105423.0,0.008929084122882625,0.0,0.09887757867280977,0.025326058413329244
2019-10-17,0,0,105016.0,-0.0038606376217713567,0.0,0.09887757867280977,0.02136764605763619
2019-10-18,1,0,104729.0,-0.0027329168888550193,0.0,0.09887757867280977,0.018576333167995118
2019-10-21,1,1,106022.0,0.01234615054091992,0.0128180943577747,0.11296309516388092,0.03115182991470533
2019-10-22,1,1,107381.0,0.0128180943577747,0.0015179594155390053,0.11465252797333236,0.04436923136774418
2019-10-23,0,1,107544.0,0.0015179594155390053,-0.005188573979022504,0.10886907087103825,0.04595454147579803
2019-10-24,1,1,106986.0,-0.005188573979022504,0.00353317256463459,0.11278689665001163,0.04052752895865619
2019-10-25,1,0,107364.0,0.00353317256463459,0.0,0.11278689665001163,0.044203892276719836
2019-10-28,0,1,108187.0,0.007665511717149132,-0.005832493737694899,0.10629657404391146,0.052208249448059796
2019-10-29,1,0,107556.0,-0.005832493737694899,0.0,0.10629657404391146,0.04607125142240309
2019-10-30,0,1,108408.0,0.007921454870021272,-0.01095860084126632,0.09417311147690377,0.054357657631372236
2019-10-31,1,0,107220.0,-0.01095860084126632,0.0,0.09417311147690377,0.042803372917457505
2019-11-01,1,0,108196.0,0.00910277933221404,0.0,0.09417311147690377,0.05229578190801365
2019-11-04,0,0,108601.0,0.003743206772893748,0.0,0.09417311147690377,0.0562347426059393
2019-11-05,0,0,108451.0,-0.0013812027513558922,0.0,0.09417311147690377,0.05477586827337433
2019-11-06,1,1,108336.0,-0.0010603867184257876,0.011492024811696977,0.10674737602228812,0.05365739795174118
2019-11-07,0,1,109581.0,0.011492024811696977,-0.017813307051404936,0.08703254518486636,0.06576605491203069
2019-11-08,1,0,107629.0,-0.017813307051404936,0.0,0.08703254518486636,0.04678123693091818
2019-11-11,0,1,108215.0,0.005444629235614951,-0.013214434228156935,0.07266802511265502,0.05248057265680539
2019-11-12,0,1,106785.0,-0.013214434228156935,-0.008156576298169238,0.06391872652321706,0.03857263735301908
2019-11-13,1,1,105914.0,-0.008156576298169238,0.006070963234322102,0.07037773799624625,0.030101440395258416
2019-11-14,0,0,106557.0,0.006070963234322102,0.0,0.07037773799624625,0.036355148367520185
2019-11-18,0,1,106347.0,-0.0019707762042849852,-0.0068549183333803665,0.06304038601641349,0.03431272430192922
2019-11-19,1,1,105618.0,-0.0068549183333803665,0.017790528129674854,0.08195243590681889,0.027222595045663267
2019-11-21,1,0,107497.0,0.017790528129674854,0.0,0.08195243590681889,0.04549742751826069
2019-11-22,0,0,108692.0,0.011116589300166568,0.0,0.08195243590681889,0.057119793034361876
2019-11-25,0,0,108424.0,-0.0024656828469437064,0.0,0.08195243590681889,0.05451327089351232
2019-11-26,1,0,107059.0,-0.012589463587397653,0.0,0.08195243590681889,0.04123751446717083
2019-11-27,1,0,107708.0,0.006062077919651854,0.0,0.08195243590681889,0.047549577412735466
2019-11-28,0,0,108290.0,0.0054034983473836284,0.0,0.08195243590681889,0.053210009823087656
2019-11-29,1,0,108233.0,-0.000526364391910561,0.0,0.08195243590681889,0.0526556375767131
2019-12-02,0,1,109061.0,0.00765016215017611,-0.0009627639577850511,0.08091077109749012,0.06070862389247189
2019-12-03,1,0,108956.0,-0.0009627639577850511,0.0,0.08091077109749012,0.05968741185967641
2019-12-04,1,1,110301.0,0.012344432615000622,0.0029102184023717115,0.0840564575148599,0.07276865170834257
2019-12-05,1,1,110622.0,0.0029102184023717115,0.004556055757444222,0.08899547917951511,0.07589064278003166
2019-12-06,0,0,111126.0,0.004556055757444222,0.0,0.08899547917951511,0.08079246053744993
2019-12-09,0,1,110977.0,-0.0013408203300757648,-0.002748317218883245,0.0860025741528001,0.07934331203376876
2019-12-10,1,1,110672.0,-0.002748317218883245,0.0026384270637560547,0.08886791273575367,0.07637693422421998
2019-12-11,1,0,110964.0,0.0026384270637560547,0.0,0.08886791273575367,0.07921687625827989
2019-12-12,1,1,112200.0,0.01113874770195733,0.0032531194295899457,0.09241013009893151,0.09123800075861532
2019-12-13,0,0,112565.0,0.0032531194295899457,0.0,0.09241013009893151,0.0947879283011901
2019-12-16,1,1,111896.0,-0.005943232798827358,0.006434546364481264,0.09943929373008209,0.08828134877795013
2019-12-17,1,1,112616.0,0.006434546364481264,0.015086666193080855,0.1160261673541445,0.09528394557426201
2019-12-18,1,0,114315.0,0.015086666193080855,0.0,0.1160261673541445,0.11180812884778146
2019-12-19,0,0,115131.0,0.007138170843721259,0.0,0.1160261673541445,0.11974440521693497
2019-12-20,1,0,115121.0,-8.685757962667573e-05,0.0,0.1160261673541445,0.1196471469280973
2019-12-23,1,0,115863.0,0.006445392239469827,0.0,0.1160261673541445,0.12686371195985213
2019-12-26,0,0,117203.0,0.01156538325436074,0.0,0.1160261673541445,0.13989632266409946
2019-12-27,0,1,116534.0,-0.0057080450159125995,-0.0048912763656958624,0.11056737493826696,0.1333897431408595
2019-12-30,1,1,115964.0,-0.0048912763656958624,0.022498361560484348,0.135553321276906,0.1278460206771126
2020-01-02,0,1,118573.0,0.022498361560484348,-0.007303517664223769,0.1272597875362922,0.15322070823485978
2020-01-03,0,0,117707.0,-0.007303517664223769,0.0,0.1272597875362922,0.14479814042151773
2020-01-06,0,0,116878.0,-0.007042911636521154,0.0,0.1272597875362922,0.13673542827687535
2020-01-07,0,1,116662.0,-0.0018480809048752045,-0.0035572851485488055,0.12324980303553312,0.13463464923798174
2020-01-08,0,1,116247.0,-0.0035572851485488055,-0.0025807117603035,0.12035101905908063,0.13059843025121864
2020-01-09,0,1,115947.0,-0.0025807117603035,-0.0038293358172268865,0.11606081877393115,0.1276806815860887
2020-01-10,1,0,115503.0,-0.0038293358172268865,0.0,0.11606081877393115,0.1233624135616962
2020-01-13,1,0,117325.0,0.015774482048085403,0.0,0.11606081877393115,0.14108287378791906
2020-01-14,0,0,117632.0,0.002616663115277973,0.0,0.11606081877393115,0.14406870325523524
2020-01-15,1,0,116414.0,-0.010354325353645222,0.0,0.11606081877393115,0.13222264367480752
2020-01-16,1,0,116704.0,0.0024911093167487852,0.0,0.11606081877393115,0.1350431340510998
2020-01-17,1,1,118478.0,0.015200850013709966,0.0032411080538159442,0.11967809248220784,0.15229675449090196
2020-01-20,0,1,118862.0,0.0032411080538159442,-0.01544648415809935,0.1023830025645105,0.15603147278226848
2020-01-21,1,0,117026.0,-0.01544648415809935,0.0,0.1023830025645105,0.13817485095167292
2020-01-22,1,0,118391.0,0.011664074650077794,0.0,0.1023830025645105,0.1514506073780144
2020-01-23,0,1,119528.0,0.00960377055688344,-0.009637909109162734,0.09175833538230793,0.162508874818857
2020-01-24,0,0,118376.0,-0.009637909109162734,0.0,0.09175833538230793,0.15130471994475791
2020-01-27,1,1,114482.0,-0.03289518145570047,0.01744379029017673,0.11080273883226943,0.11343234227137078
2020-01-28,0,1,116479.0,0.01744379029017673,-0.009392250963693005,0.10036980073799917,0.13285482255225278
2020-01-29,1,1,115385.0,-0.009392250963693005,0.001239329202235906,0.10173352116531231,0.12221476575341206
2020-01-30,0,0,115528.0,0.001239329202235906,0.0,0.10173352116531231,0.12360555928379058
2020-01-31,1,1,113761.0,-0.015294993421508196,0.007630031381580693,0.11013978250594314,0.10642001964617487
2020-02-03,1,0,114629.0,0.007630031381580693,0.0,0.11013978250594314,0.11486203911728432
2020-02-04,1,1,115557.0,0.00809568259340998,0.004075910589579124,0.1146646130013722,0.12388760832141976
2020-02-05,0,1,116028.0,0.004075910589579124,-0.00722239459440821,0.10661406532585294,0.12846847372567383
2020-02-06,0,0,115190.0,-0.00722239459440821,0.0,0.10661406532585294,0.12031822912107737
